row_id,microbusiness_density_AR,microbusiness_density_MA,microbusiness_density_ARMA,microbusiness_density_ARIMA,microbusiness_density_Lin,microbusiness_density_Lasso,microbusiness_density_Ridge
49033_2023-01-01,9.614803117030656,9.600937423069444,9.600937423069444,9.000456232746634,9.0742998,9.0742998,9.0742998
49035_2023-01-01,11.491960899891632,11.491960899891632,11.491960899891632,11.642524999891686,11.521893,11.521893,11.521893
49037_2023-01-01,2.0783633035816838,2.0782601207177445,2.0782601207177445,2.276533184457129,2.2778404,2.2778404,2.2778404
49039_2023-01-01,9.36101484233774,9.350803920165564,9.350803920165564,9.292673130611382,9.3444357,9.3444357,9.3444357
49041_2023-01-01,3.406996424449621,3.412773999713244,3.412773999713244,3.681944617853525,3.5218222,3.5218222,3.5218222
49043_2023-01-01,36.4990825832011,35.871764639209374,35.871764639209374,41.31386197106272,37.714901,37.714901,37.714901
49045_2023-01-01,5.862444290364237,5.862444290364237,5.862444290364237,5.5028505,5.5028505,5.5028505,5.5028505
49047_2023-01-01,2.8671033954840373,2.870235385089358,2.870235385089358,3.211245845459926,3.1133926,3.1133926,3.1133926
49049_2023-01-01,17.46501773249925,17.46501773249925,17.46501773249925,18.40270799950562,17.41234,17.41234,17.41234
49051_2023-01-01,12.817227311205563,12.817227311205563,12.817227311205563,12.716049,12.716049,12.716049,12.716049
49053_2023-01-01,13.84492529431497,13.9340923727023,13.9340923727023,13.93292347034638,13.492899,13.492899,13.492899
49055_2023-01-01,5.769226243041301,5.769226243041301,5.769226243041301,6.469408,6.469408,6.469408,6.469408
49057_2023-01-01,6.049993525327718,6.048586720972179,6.048586720972179,6.406618529600324,6.3353524,6.3353524,6.3353524
50001_2023-01-01,5.057752699620685,5.066177461560497,5.066177461560497,4.940930196929585,5.0250115,5.0250115,5.0250115
50003_2023-01-01,20.01756666285616,20.513307552474757,20.513307552474757,19.790395016225165,19.916338,19.916338,19.916338
50005_2023-01-01,4.378509429119976,4.378708475228172,4.378708475228172,4.655843527747437,4.5882158,4.5882158,4.5882158
50007_2023-01-01,10.13081341089537,10.13081341089537,10.13081341089537,10.813486,10.813486,10.813486,10.813486
50009_2023-01-01,2.7697820976782985,2.745051745822506,2.745051745822506,2.700142521530238,2.7973397,2.7973397,2.7973397
50011_2023-01-01,4.321617261600122,4.321617261600122,4.321617261600122,3.7649698,3.7649698,3.7649698,3.7649698
50013_2023-01-01,6.707250964495189,7.053387658482851,7.053387658482851,6.575084082876721,6.5391841,6.5391841,6.5391841
50015_2023-01-01,7.917839567248137,7.816063832868595,7.816063832868595,8.152856131444219,8.1431608,8.1431608,8.1431608
50017_2023-01-01,3.999598313721015,4.038395914927387,4.038395914927387,3.9286476771561816,3.8837011,3.8837011,3.8837011
50019_2023-01-01,6.690165862782819,6.787912058652987,6.787912058652987,6.391463287169245,6.5300064,6.5300064,6.5300064
50021_2023-01-01,5.23055561489262,5.228734070380844,5.228734070380844,5.2502190430697375,5.2661076,5.2661076,5.2661076
50023_2023-01-01,6.670387258020582,6.670800928630056,6.670800928630056,6.762976015619659,6.7770514,6.7770514,6.7770514
50025_2023-01-01,9.174990653855415,8.290558232108527,8.290558232108527,10.17624175420026,9.5234013,9.5234013,9.5234013
50027_2023-01-01,9.227574608395363,10.600222908118267,10.600222908118267,7.610235915945114,8.9563465,8.9563465,8.9563465
51001_2023-01-01,2.5652312924777214,2.5681952814418194,2.5681952814418194,2.4622388347318367,2.461622,2.461622,2.461622
51003_2023-01-01,6.4401276440629385,6.452837467130542,6.452837467130542,6.269105118682467,6.3457379,6.3457379,6.3457379
51005_2023-01-01,2.7668311098057266,2.7668311098057266,2.7668311098057266,3.0390143,3.0390143,3.0390143,3.0390143
51007_2023-01-01,2.4876517040508874,2.4146486562525378,2.4146486562525378,2.806445563125642,2.6241066,2.6241066,2.6241066
51009_2023-01-01,1.9733757433843215,1.9841970678190144,1.9841970678190144,1.9279762028568064,1.939849,1.939849,1.939849
51011_2023-01-01,2.2132287810403666,2.212562095561915,2.212562095561915,2.33559631737763,2.2982965,2.2982965,2.2982965
51013_2023-01-01,14.648750633737228,14.59095339587374,14.59095339587374,15.81115953531789,15.011033,15.011033,15.011033
51015_2023-01-01,2.137377036583876,2.139510635791366,2.139510635791366,2.059381069049238,2.0635388,2.0635388,2.0635388
51017_2023-01-01,2.7088748275733723,2.703646225766016,2.703646225766016,2.685832918490189,2.7363183,2.7363183,2.7363183
51019_2023-01-01,4.178268021907525,4.129869796176857,4.129869796176857,4.243452748331346,4.2385888,4.2385888,4.2385888
51021_2023-01-01,1.2556693932955638,1.24639019252187,1.24639019252187,1.181304961588849,1.224336,1.224336,1.224336
51023_2023-01-01,2.6416489164639243,2.5703340828385564,2.5703340828385564,2.8098829441762976,2.731653,2.731653,2.731653
51025_2023-01-01,1.5370176644372338,1.5369211013221131,1.5369211013221131,1.6605136370239149,1.6528324,1.6528324,1.6528324
51027_2023-01-01,0.7100365847223501,0.6519594661718847,0.6519594661718847,0.7722117658804015,0.73898572,0.73898572,0.73898572
51029_2023-01-01,1.274616561488767,1.5428869453907557,1.5428869453907557,1.274616561488767,1.1853448,1.1853448,1.1853448
51031_2023-01-01,1.7091911907779571,1.7131380684031718,1.7131380684031718,1.7274755357578582,1.7393069,1.7393069,1.7393069
51033_2023-01-01,3.97723602478966,3.659058969913925,3.659058969913925,4.425971029762573,4.1829786,4.1829786,4.1829786
51035_2023-01-01,1.1744279475034316,1.1741282082809092,1.1741282082809092,1.1787114102438332,1.1732483,1.1732483,1.1732483
51036_2023-01-01,2.373368883372545,2.373368883372545,2.373368883372545,2.2327468,2.2327468,2.2327468,2.2327468
51037_2023-01-01,1.484351346902638,1.4816307672336102,1.4816307672336102,1.250101823430835,1.3208762,1.3208762,1.3208762
51041_2023-01-01,6.688025673338045,7.01292073949686,7.01292073949686,6.564617617672813,6.5571179,6.5571179,6.5571179
51043_2023-01-01,17.291385853069603,17.291385853069603,17.291385853069603,8.48692819999618,8.7612514,8.7612514,8.7612514
51045_2023-01-01,2.075984059641152,1.809350593350578,1.809350593350578,2.3389327566081595,2.1656353,2.1656353,2.1656353
51047_2023-01-01,6.757474995773156,6.757474995773156,6.757474995773156,5.889544500479437,5.7876501,5.7876501,5.7876501
51049_2023-01-01,1.1142377395219076,1.1113465569568204,1.1113465569568204,1.1242789949555372,1.1363636,1.1363636,1.1363636
51051_2023-01-01,0.6984815996059206,0.6984815996059206,0.6984815996059206,0.60528558,0.60528558,0.60528558,0.60528558
51053_2023-01-01,0.88666670001096,0.8797370709831611,0.8797370709831611,0.88666670001096,0.92861545,0.92861545,0.92861545
51057_2023-01-01,4.290171827340735,4.283230279091074,4.283230279091074,4.551195255327342,4.5271177,4.5271177,4.5271177
51059_2023-01-01,12.254330492761923,12.221831677018605,12.221831677018605,12.373193784519165,12.238459,12.238459,12.238459
51061_2023-01-01,7.694524165597903,7.694524165597903,7.694524165597903,7.765391106271642,7.7357583,7.7357583,7.7357583
51063_2023-01-01,5.28294055589339,5.302347076221164,5.302347076221164,5.549204114727508,5.2916274,5.2916274,5.2916274
51065_2023-01-01,5.014808483362013,5.112280412997637,5.112280412997637,4.645358747375962,4.8871307,4.8871307,4.8871307
51067_2023-01-01,2.6722406755495647,2.671709601217119,2.671709601217119,2.6539838629356463,2.6637411,2.6637411,2.6637411
51069_2023-01-01,4.786317987640941,4.354688245451744,4.354688245451744,5.236823906827405,4.9991899,4.9991899,4.9991899
51071_2023-01-01,1.858838274714488,1.8588723527950832,1.8588723527950832,1.8508723977369543,1.8532413,1.8532413,1.8532413
51073_2023-01-01,3.404397424996617,3.3574042201590872,3.3574042201590872,3.249127287181791,3.4070413,3.4070413,3.4070413
51075_2023-01-01,5.515803131906273,5.434151053292091,5.434151053292091,5.635452006870771,5.6398573,5.6398573,5.6398573
51077_2023-01-01,7.004469915482655,7.004469915482655,7.004469915482655,6.373188,6.373188,6.373188,6.373188
51079_2023-01-01,8.008960818288683,8.008960818288683,8.008960818288683,8.0761042,8.0761042,8.0761042,8.0761042
51081_2023-01-01,0.1643218355010991,0.1643915664501827,0.1643915664501827,0.1579952643055011,0.16590627,0.16590627,0.16590627
51083_2023-01-01,1.7775728406278022,1.7775728406278022,1.7775728406278022,1.8205795,1.8205795,1.8205795,1.8205795
51085_2023-01-01,6.692192605729487,6.669097311577017,6.669097311577017,7.24883572852415,6.3154731,6.3154731,6.3154731
51087_2023-01-01,8.092368390339919,7.865794246179262,7.865794246179262,8.584259921171228,8.2392349,8.2392349,8.2392349
51089_2023-01-01,2.210220573580543,2.214313852902969,2.214313852902969,2.1463048201571837,2.1811631,2.1811631,2.1811631
51091_2023-01-01,4.9039473404025005,5.211684523108764,5.211684523108764,4.807184199949413,4.8071842,4.8071842,4.8071842
51093_2023-01-01,3.840100422075868,3.834831728345697,3.834831728345697,4.272963327277776,4.0779414,4.0779414,4.0779414
51095_2023-01-01,7.692100456427348,7.690205884616862,7.690205884616862,7.736302047860452,7.7290015,7.7290015,7.7290015
51097_2023-01-01,2.251358257752817,2.240882865601076,2.240882865601076,2.226825143941623,2.3231256,2.3231256,2.3231256
51099_2023-01-01,3.7793664453886864,3.775012948044029,3.775012948044029,3.9314772186186873,3.8488452,3.8488452,3.8488452
51101_2023-01-01,2.363240610711552,2.363240610711552,2.363240610711552,2.3930714,2.3930714,2.3930714,2.3930714
51103_2023-01-01,6.6657492286361535,6.6657492286361535,6.6657492286361535,7.3712254,7.3712254,7.3712254,7.3712254
51105_2023-01-01,1.1676048537682042,1.169849785779934,1.169849785779934,1.5279951699088796,1.4078696,1.4078696,1.4078696
51107_2023-01-01,14.511518944912211,14.511518944912211,14.511518944912211,14.343350999999998,14.211495,14.211495,14.211495
51109_2023-01-01,4.600768854201746,4.600768854201746,4.600768854201746,4.7783556,4.7783556,4.7783556,4.7783556
51111_2023-01-01,1.4731794418076516,1.4832525253612667,1.4832525253612667,1.355415675522038,1.3484741,1.3484741,1.3484741
51113_2023-01-01,4.322766893662092,4.434847731606575,4.434847731606575,4.072129921600963,4.1849799,4.1849799,4.1849799
51115_2023-01-01,5.210916715864173,5.464056807942057,5.464056807942057,5.378753912805792,5.1605968,5.1605968,5.1605968
51117_2023-01-01,2.193283476508724,2.195401602081956,2.195401602081956,2.3304538932041314,2.3598113,2.3598113,2.3598113
51119_2023-01-01,4.155010742335877,4.156885938565047,4.156885938565047,4.243194126554733,4.2655621,4.2655621,4.2655621
51121_2023-01-01,4.501932694167345,4.501932694167345,4.501932694167345,4.0336719,4.0336719,4.0336719,4.0336719
51125_2023-01-01,8.18552304546636,8.034547182217997,8.034547182217997,8.493916735501541,8.2848482,8.2848482,8.2848482
51127_2023-01-01,4.265548885556002,4.265548885556002,4.265548885556002,4.2832413,4.2832413,4.2832413,4.2832413
51131_2023-01-01,4.905310906695745,4.919154137688055,4.919154137688055,5.511485030714741,5.3135524,5.3135524,5.3135524
51133_2023-01-01,2.922139507787489,2.922139507787489,2.922139507787489,3.2295382,3.2295382,3.2295382,3.2295382
51135_2023-01-01,1.5478178650690173,1.564042743037993,1.564042743037993,1.492199553114547,1.5090381,1.5090381,1.5090381
51137_2023-01-01,3.825436753459316,3.612733884614336,3.612733884614336,3.7855994099603767,3.9110987,3.9110987,3.9110987
51139_2023-01-01,3.1449038172423376,3.148617390024449,3.148617390024449,2.9897900294550483,3.0223665,3.0223665,3.0223665
51141_2023-01-01,2.1263753025136105,2.132130602778773,2.132130602778773,2.064474836220885,2.0944924,2.0944924,2.0944924
51143_2023-01-01,1.239947567284547,1.2404953559567895,1.2404953559567895,1.2536702468348324,1.2747359,1.2747359,1.2747359
51145_2023-01-01,4.575611581772264,4.631452821899622,4.631452821899622,4.5730691441531,4.5257001,4.5257001,4.5257001
51147_2023-01-01,2.6030170116830926,2.602076215922492,2.602076215922492,2.460722463822326,2.5,2.5,2.5
51149_2023-01-01,1.538978431879621,1.4511232048623213,1.4511232048623213,1.566374502082075,1.5635463,1.5635463,1.5635463
51153_2023-01-01,7.049272146314052,7.001770354151587,7.001770354151587,7.359146909422027,7.2797003,7.2797003,7.2797003
51155_2023-01-01,1.5490365743607095,1.5483990944745265,1.5483990944745265,1.4871932026575585,1.5042418,1.5042418,1.5042418
51157_2023-01-01,6.26001623195112,6.269357188593439,6.269357188593439,6.989937472302527,6.6900821,6.6900821,6.6900821
51159_2023-01-01,1.6229057142872847,1.5991393881572349,1.5991393881572349,1.7936861298555893,1.7108985,1.7108985,1.7108985
51161_2023-01-01,3.980522944321901,4.046849786194981,4.046849786194981,3.859607003841608,3.9214382,3.9214382,3.9214382
51163_2023-01-01,1.036677147094276,1.029456209418494,1.029456209418494,1.071856749299002,1.0520666,1.0520666,1.0520666
51165_2023-01-01,2.186013167503553,2.079350049457912,2.079350049457912,2.212632102934149,2.2138119,2.2138119,2.2138119
51167_2023-01-01,1.2241423280651569,1.1711177912489632,1.1711177912489632,1.2241423280651569,1.2640191,1.2640191,1.2640191
51169_2023-01-01,1.0430834697756524,1.0431756689079603,1.0431756689079603,1.1373737507021229,1.0801687,1.0801687,1.0801687
51171_2023-01-01,3.662135221770037,3.6870421112989993,3.6870421112989993,3.662135221770037,3.5636108,3.5636108,3.5636108
51173_2023-01-01,1.4419825680512206,1.387607783922684,1.387607783922684,1.499221942433167,1.4849075,1.4849075,1.4849075
51175_2023-01-01,1.8668962143778327,2.0740689754364103,2.0740689754364103,1.806724963183285,1.5462841,1.5462841,1.5462841
51177_2023-01-01,5.666060557732176,5.6716475229456,5.6716475229456,5.830704946750892,5.8069935,5.8069935,5.8069935
51179_2023-01-01,6.62912010148041,6.615485803327597,6.615485803327597,6.824908453087599,6.844161,6.844161,6.844161
51181_2023-01-01,1.87366581134557,1.838886937390648,1.838886937390648,1.942779071213742,1.9198194,1.9198194,1.9198194
51183_2023-01-01,1.6572738737384416,1.6572738737384416,1.6572738737384416,1.6460905,1.6460905,1.6460905,1.6460905
51185_2023-01-01,1.437889052167446,1.437889052167446,1.437889052167446,1.4604474,1.4604474,1.4604474,1.4604474
51187_2023-01-01,4.296255216390342,4.296255216390342,4.296255216390342,4.4826369,4.4826369,4.4826369,4.4826369
51191_2023-01-01,3.135821026723618,3.1354167812545017,3.1354167812545017,3.138198423018279,3.1435738,3.1435738,3.1435738
51193_2023-01-01,2.700517161822648,2.704178770487802,2.704178770487802,2.9581064347062167,2.8610823,2.8610823,2.8610823
51195_2023-01-01,1.2872233161949491,1.2905238998019752,1.2905238998019752,1.3142640919658608,1.3230609,1.3230609,1.3230609
51197_2023-01-01,1.6444931883123706,1.6412649542424262,1.6412649542424262,1.5365199140207744,1.5616189,1.5616189,1.5616189
51199_2023-01-01,3.600300429992717,3.602829648106793,3.602829648106793,3.6093923400563326,3.6140425,3.6140425,3.6140425
51510_2023-01-01,21.596077988182177,20.783380450669885,20.783380450669885,23.211356874283812,22.630707,22.630707,22.630707
51520_2023-01-01,4.907335019902324,4.961170093927122,4.961170093927122,4.752620007064687,4.8063393,4.8063393,4.8063393
51530_2023-01-01,3.761504518947469,3.74989343009663,3.74989343009663,3.959332546716772,3.8528898,3.8528898,3.8528898
51540_2023-01-01,13.048230109597355,13.048230109597355,13.048230109597355,13.525166,13.525166,13.525166,13.525166
51550_2023-01-01,5.209813101191779,5.211936596975315,5.211936596975315,5.411513235263735,5.3829913,5.3829913,5.3829913
51570_2023-01-01,5.563499768033528,5.57276671586079,5.57276671586079,6.018811783501774,5.8136048,5.8136048,5.8136048
51590_2023-01-01,4.002290315208335,4.002290315208335,4.002290315208335,4.3123798,4.3123798,4.3123798,4.3123798
51595_2023-01-01,3.226776910941556,2.9058907325083188,2.9058907325083188,3.442073316028794,3.3031433,3.3031433,3.3031433
51600_2023-01-01,0.7428638756969265,0.7428638756969265,0.7428638756969265,0.64088517,0.64088517,0.64088517,0.64088517
51610_2023-01-01,21.872363630477693,22.21637009917577,22.21637009917577,20.632273529726778,21.27128,21.27128,21.27128
51620_2023-01-01,3.761043293902552,3.761043293902552,3.761043293902552,3.929404,3.929404,3.929404,3.929404
51630_2023-01-01,8.801238431674312,8.801238431674312,8.801238431674312,9.7775078,9.7775078,9.7775078,9.7775078
51650_2023-01-01,4.285378570558388,3.863799334580429,3.863799334580429,4.4726854985283895,4.3301291,4.3301291,4.3301291
51660_2023-01-01,5.566764695800545,5.588144393496287,5.588144393496287,5.562061370555488,5.5401788,5.5401788,5.5401788
51670_2023-01-01,3.018442971601877,2.949132937205029,2.949132937205029,3.1865024084223528,3.1094899,3.1094899,3.1094899
51678_2023-01-01,8.9131775572193,9.023039477478385,9.023039477478385,8.554854627293572,8.7711353,8.7711353,8.7711353
51680_2023-01-01,7.255104661583216,6.52537799137225,6.52537799137225,7.788803571142624,7.3637681,7.3637681,7.3637681
51683_2023-01-01,8.831705726618289,8.68492190575777,8.68492190575777,9.254927831295408,9.2298489,9.2298489,9.2298489
51685_2023-01-01,0.34495119934956,0.3446800032934391,0.3446800032934391,0.3196079424836139,0.32290307,0.32290307,0.32290307
51700_2023-01-01,3.661389927631185,3.6623442657007184,3.6623442657007184,4.212035502657383,4.0670271,4.0670271,4.0670271
51710_2023-01-01,6.955687532559001,5.815282931951462,5.815282931951462,7.927395692457701,7.5039845,7.5039845,7.5039845
51720_2023-01-01,4.433438212376857,4.433438212376857,4.433438212376857,4.4677663,4.4677663,4.4677663,4.4677663
51730_2023-01-01,5.424730824025471,4.984324206390935,4.984324206390935,5.724067604583116,5.4840698,5.4840698,5.4840698
51735_2023-01-01,3.7134216249336576,3.714172729330913,3.714172729330913,3.734559407621189,3.7274253,3.7274253,3.7274253
51740_2023-01-01,3.204926381459113,3.194302038682328,3.194302038682328,3.240478106509691,3.2417138,3.2417138,3.2417138
51750_2023-01-01,2.508715784236598,2.6355008495495214,2.6355008495495214,2.414865208281727,2.455498,2.455498,2.455498
51760_2023-01-01,7.477822720860778,7.477822720860778,7.477822720860778,7.379867800846568,7.3587494,7.3587494,7.3587494
51770_2023-01-01,4.678683488620684,4.678416655059685,4.678416655059685,5.001469471708981,4.9835353,4.9835353,4.9835353
51775_2023-01-01,5.144784283980743,5.237697789232137,5.237697789232137,5.051585326886923,5.1078925,5.1078925,5.1078925
51790_2023-01-01,6.112472974899814,6.032825805116215,6.032825805116215,6.181079633902419,6.066977,6.066977,6.066977
51800_2023-01-01,3.935085850597919,3.938887932829952,3.938887932829952,4.316217540061217,4.2215748,4.2215748,4.2215748
51810_2023-01-01,7.666591028473055,7.650310300637941,7.650310300637941,7.355041311010188,7.7926183,7.7926183,7.7926183
51820_2023-01-01,4.987134660128349,5.132514576660491,5.132514576660491,4.706145438425709,4.9206071,4.9206071,4.9206071
51830_2023-01-01,1.526424131289338,7.196669759306573,7.196669759306573,1.235390653801827,1.3385179,1.3385179,1.3385179
51840_2023-01-01,8.625929918071652,9.146584185041997,9.146584185041997,8.064101899799986,7.9799571,7.9799571,7.9799571
53001_2023-01-01,1.71925320016854,1.7204717559004343,1.7204717559004343,1.7491014281355155,1.7242731,1.7242731,1.7242731
53003_2023-01-01,2.719332880380436,2.800309889986989,2.800309889986989,2.5545362219553605,2.6308486,2.6308486,2.6308486
53005_2023-01-01,4.446115638471823,4.451215709800903,4.451215709800903,4.643026485870712,4.6054015,4.6054015,4.6054015
53007_2023-01-01,6.64449699946662,6.664111460292003,6.664111460292003,9.261701545361364,8.2183838,8.2183838,8.2183838
53009_2023-01-01,4.970067760133343,4.964758434068463,4.964758434068463,4.980787764482403,4.9974809,4.9974809,4.9974809
53011_2023-01-01,8.809324689521684,8.648972024979427,8.648972024979427,9.502003725256928,9.1871023,9.1871023,9.1871023
53013_2023-01-01,2.5139056052324884,2.4765265654467923,2.4765265654467923,2.601003532839872,2.5802581,2.5802581,2.5802581
53015_2023-01-01,3.21818865350288,3.219643870946356,3.219643870946356,3.3814254960030485,3.3502939,3.3502939,3.3502939
53017_2023-01-01,3.762372240725423,3.3299122051892955,3.3299122051892955,3.820444055062577,3.8154392,3.8154392,3.8154392
53019_2023-01-01,2.483076652460491,2.483076652460491,2.483076652460491,2.4675934,2.4675934,2.4675934,2.4675934
53021_2023-01-01,3.0237644205655787,3.0237644205655787,3.0237644205655787,3.2031114,3.2031114,3.2031114,3.2031114
53023_2023-01-01,1.708969100323697,1.71729426140911,1.71729426140911,1.7165005,1.7165005,1.7165005,1.7165005
53025_2023-01-01,3.0985322191987965,2.8959270825318155,2.8959270825318155,3.0985322191987965,3.1205964,3.1205964,3.1205964
53027_2023-01-01,3.222730506692031,3.222730506692031,3.222730506692031,3.4380739,3.4380739,3.4380739,3.4380739
53029_2023-01-01,7.141500450586644,6.953885481911534,6.953885481911534,7.575645420055173,7.4631414,7.4631414,7.4631414
53031_2023-01-01,10.684548865254726,10.67679189846374,10.67679189846374,10.64216929338403,10.55113,10.55113,10.55113
53033_2023-01-01,13.830472233149283,13.830472233149283,13.830472233149283,56.36494899361374,18.21409763,18.21386078,18.21409342
53035_2023-01-01,6.780942988618642,6.818486356560401,6.818486356560401,6.741358064359644,6.742722,6.742722,6.742722
53037_2023-01-01,6.11039138404085,5.804513826190461,5.804513826190461,6.142068227156176,6.2105451,6.2105451,6.2105451
53039_2023-01-01,4.883327270190093,4.883327270190093,4.883327270190093,4.9087334,4.9087334,4.9087334,4.9087334
53041_2023-01-01,5.377873586750131,6.182608649052559,6.182608649052559,5.3076749,5.3076749,5.3076749,5.3076749
53043_2023-01-01,3.2696162476470576,3.2696162476470576,3.2696162476470576,3.3033388,3.3033388,3.3033388,3.3033388
53045_2023-01-01,3.348253821322202,3.348253821322202,3.348253821322202,3.5152619,3.5152619,3.5152619,3.5152619
53047_2023-01-01,4.346378112692522,4.285423336575098,4.285423336575098,4.331906214350724,4.5582199,4.5582199,4.5582199
53049_2023-01-01,4.829416223822752,4.791533841122594,4.791533841122594,4.9365822132359325,4.8556714,4.8556714,4.8556714
53051_2023-01-01,5.578047361398812,5.475055245196759,5.475055245196759,5.803659008222966,5.7033877,5.7033877,5.7033877
53053_2023-01-01,5.550938795847659,5.52408152603292,5.52408152603292,5.667587907499217,5.6403909,5.6403909,5.6403909
53055_2023-01-01,14.07123048166087,14.080735922476816,14.080735922476816,13.949167392090736,14.075531,14.075531,14.075531
53057_2023-01-01,6.214022068567108,6.092136347577777,6.092136347577777,6.214022068567108,6.3179541,6.3179541,6.3179541
53059_2023-01-01,2.730778027293349,2.7302750343752558,2.7302750343752558,2.8530239696174955,2.8297014,2.8297014,2.8297014
53061_2023-01-01,8.276384124845327,8.286514278371993,8.286514278371993,8.276384124845327,8.2059689,8.2059689,8.2059689
53063_2023-01-01,6.360499556727569,6.362446753028049,6.362446753028049,6.231272852703593,6.2995353,6.2995353,6.2995353
53065_2023-01-01,4.779593598117381,4.774989789018196,4.774989789018196,3.877885923990629,4.8632388,4.8632388,4.8632388
53067_2023-01-01,6.077043599613214,6.08493274427879,6.08493274427879,6.2013558883168285,6.087656,6.087656,6.087656
53069_2023-01-01,3.137474426619228,3.131767487650988,3.131767487650988,3.2090116945716214,3.1425364,3.1425364,3.1425364
53071_2023-01-01,4.957268276948278,5.067967734864816,5.067967734864816,4.749712004487511,4.8463111,4.8463111,4.8463111
53073_2023-01-01,12.551694900531109,11.202026675196574,11.202026675196574,14.207172314911226,12.961081,12.961081,12.961081
53075_2023-01-01,3.448293765072765,3.3362451390794967,3.3362451390794967,3.627445087778418,3.5672779,3.5672779,3.5672779
53077_2023-01-01,2.911338166782588,2.911338166782588,2.911338166782588,2.9080985,2.9080985,2.9080985,2.9080985
54001_2023-01-01,0.8446857179310439,0.8446857179310439,0.8446857179310439,0.91004813,0.91004813,0.91004813,0.91004813
54003_2023-01-01,3.207682636223109,3.3473221271333458,3.3473221271333458,3.110228198729021,3.0574224,3.0574224,3.0574224
54005_2023-01-01,0.4891926395446246,0.4874376689083188,0.4874376689083188,0.4619717939443831,0.47030133,0.47030133,0.47030133
54007_2023-01-01,0.7296526851123943,0.730152340701374,0.730152340701374,0.9166949298731344,0.86206895,0.86206895,0.86206895
54009_2023-01-01,0.8514694341069791,0.8488176683978542,0.8488176683978542,0.8189476989738274,0.81549996,0.81549996,0.81549996
54011_2023-01-01,2.868084904039714,2.868084904039714,2.868084904039714,3.0202641,3.0202641,3.0202641,3.0202641
54013_2023-01-01,1.1317567181038573,1.1449206479657754,1.1449206479657754,1.09800717790603,1.1111112,1.1111112,1.1111112
54015_2023-01-01,0.8145678152441623,0.8145678152441623,0.8145678152441623,0.79400748,0.79400748,0.79400748,0.79400748
54017_2023-01-01,0.5243085721857781,0.6478282206844844,0.6478282206844844,0.2754578764522729,0.41846842,0.41846842,0.41846842
54019_2023-01-01,2.514242775743051,2.537271016909642,2.537271016909642,2.4481781875865583,2.4820206,2.4820206,2.4820206
54021_2023-01-01,0.5701526754831755,0.5701526754831755,0.5701526754831755,0.5165289,0.5165289,0.5165289,0.5165289
54023_2023-01-01,0.9023164320972668,0.9072555727232364,0.9072555727232364,0.7817294713683997,0.78464639,0.78464639,0.78464639
54025_2023-01-01,2.753924653020302,2.766837138923053,2.766837138923053,2.713984428098229,2.7129853,2.7129853,2.7129853
54027_2023-01-01,1.5604461076526688,1.560996666287016,1.560996666287016,1.6798807923710244,1.6501825,1.6501825,1.6501825
54029_2023-01-01,2.873663418741074,2.871562064107746,2.871562064107746,3.4890183286866066,3.3066261,3.3066261,3.3066261
54031_2023-01-01,2.2311786490885663,2.2311786490885663,2.2311786490885663,2.1086261976285705,2.2546782,2.2546782,2.2546782
54033_2023-01-01,3.369731962944729,3.3872920507276687,3.3872920507276687,3.3027461437757264,3.3400447,3.3400447,3.3400447
54035_2023-01-01,4.243536553095792,4.243761517648691,4.243761517648691,6.88777981536369,5.9374309,5.9374309,5.9374309
54037_2023-01-01,5.67185364542102,5.695490867616206,5.695490867616206,5.578887753116214,5.6296997,5.6296997,5.6296997
54039_2023-01-01,3.434332945571052,3.433580796593612,3.433580796593612,3.490965913792873,3.4597297,3.4597297,3.4597297
54041_2023-01-01,1.7302730346446342,1.7321154142873054,1.7321154142873054,1.584926543491349,1.613416,1.613416,1.613416
54043_2023-01-01,0.7323554824069476,0.7868269820662289,0.7868269820662289,0.6616979281206706,0.70695698,0.70695698,0.70695698
54045_2023-01-01,1.1936086157148975,1.1934833725046978,1.1934833725046978,1.1302321155535966,1.1056559,1.1056559,1.1056559
54047_2023-01-01,0.6317895805701781,0.6304203406338595,0.6304203406338595,0.7974530371711152,0.74465865,0.74465865,0.74465865
54049_2023-01-01,2.029187510393227,2.0289746577726144,2.0289746577726144,2.094121178699578,2.0734255,2.0734255,2.0734255
54051_2023-01-01,0.9774673386636278,0.9774673386636278,0.9774673386636278,1.2012374,1.2012374,1.2012374,1.2012374
54053_2023-01-01,1.1821242565951509,1.161518562329585,1.161518562329585,1.208514911611375,1.2035682,1.2035682,1.2035682
54055_2023-01-01,1.8054586462020532,1.8060277354435337,1.8060277354435337,1.7209969091637976,1.7455409,1.7455409,1.7455409
54057_2023-01-01,1.335468526281131,1.3350624793634984,1.3350624793634984,1.277363355709373,1.2975619,1.2975619,1.2975619
54059_2023-01-01,0.8054560420324868,0.8059473327483655,0.8059473327483655,0.7191450776672438,0.75090486,0.75090486,0.75090486
54061_2023-01-01,4.2050668137539216,4.033598967871052,4.033598967871052,4.2050668137539216,4.2649393,4.2649393,4.2649393
54063_2023-01-01,1.047942420133083,1.047942420133083,1.047942420133083,1.1154855,1.1154855,1.1154855,1.1154855
54065_2023-01-01,3.1031982896382373,3.103674833291163,3.103674833291163,2.880225909467653,2.9458001,2.9458001,2.9458001
54067_2023-01-01,1.3286165281653326,1.2933002696988354,1.2933002696988354,1.4110805437725966,1.3656366,1.3656366,1.3656366
